id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
13840,48,management,married,tertiary,no,0,yes,no,cellular,10,jul,108,1,-1,0,unknown,0
23063,38,management,married,tertiary,no,0,yes,no,cellular,26,aug,22,38,-1,0,unknown,0
9300,39,technician,single,tertiary,no,1646,yes,no,unknown,5,jun,474,2,-1,0,unknown,0
33637,35,entrepreneur,married,tertiary,no,129,yes,no,cellular,20,apr,231,3,151,5,other,0
36724,49,entrepreneur,married,secondary,no,89,yes,no,cellular,12,may,351,1,-1,0,unknown,0
34856,40,blue-collar,married,secondary,no,1012,yes,no,cellular,6,may,410,1,-1,0,unknown,0
8708,31,admin.,single,secondary,no,437,yes,yes,unknown,4,jun,173,14,-1,0,unknown,0
41346,36,management,single,tertiary,no,490,no,no,cellular,28,aug,207,8,98,1,failure,1
24077,40,management,married,tertiary,no,3352,yes,no,telephone,23,oct,138,1,-1,0,unknown,1
21724,47,technician,divorced,secondary,no,266,no,no,cellular,19,aug,88,1,-1,0,unknown,0
6938,30,student,single,tertiary,no,2030,yes,no,unknown,28,may,27,2,-1,0,unknown,0
36573,38,admin.,divorced,secondary,no,1533,yes,no,cellular,12,may,366,1,172,4,success,0
42052,45,admin.,divorced,secondary,no,0,no,no,cellular,29,oct,264,1,-1,0,unknown,1
15265,28,technician,married,tertiary,no,858,yes,no,cellular,17,jul,602,1,-1,0,unknown,0
22574,47,services,married,tertiary,no,871,no,no,cellular,22,aug,602,9,-1,0,unknown,0
39538,42,technician,married,secondary,no,1066,no,no,cellular,26,may,125,1,104,3,success,0
17935,57,retired,married,tertiary,no,11254,no,no,cellular,30,jul,229,2,-1,0,unknown,0
4757,26,blue-collar,single,secondary,no,972,yes,no,unknown,20,may,177,10,-1,0,unknown,0
29500,56,management,married,primary,no,0,no,no,cellular,3,feb,996,1,-1,0,unknown,1
6013,28,technician,single,secondary,no,576,yes,yes,unknown,26,may,158,4,-1,0,unknown,0
41326,65,retired,divorced,tertiary,no,0,no,no,cellular,28,aug,248,1,-1,0,unknown,0
45118,54,admin.,divorced,tertiary,no,122,no,no,cellular,26,oct,322,1,547,1,failure,0
15250,43,admin.,married,secondary,no,0,yes,no,cellular,17,jul,674,3,-1,0,unknown,0
15787,37,self-employed,married,secondary,yes,0,no,yes,cellular,21,jul,320,1,-1,0,unknown,0
1728,59,blue-collar,single,primary,no,96,yes,no,unknown,9,may,123,1,-1,0,unknown,0
4159,41,services,single,secondary,no,197,yes,no,unknown,19,may,112,1,-1,0,unknown,0
12803,29,blue-collar,married,primary,no,0,yes,no,telephone,7,jul,256,15,-1,0,unknown,0
29140,35,admin.,married,secondary,no,643,yes,no,cellular,2,feb,346,2,-1,0,unknown,0
29163,59,blue-collar,married,secondary,no,410,yes,no,cellular,2,feb,136,1,-1,0,unknown,0
6312,39,blue-collar,married,primary,no,1135,yes,no,unknown,27,may,35,1,-1,0,unknown,0
27235,44,management,married,tertiary,no,4119,yes,yes,telephone,21,nov,1074,1,-1,0,unknown,1
4279,47,blue-collar,married,primary,no,146,yes,yes,unknown,19,may,53,5,-1,0,unknown,0
38507,25,student,single,secondary,no,1919,yes,no,cellular,15,may,264,1,351,4,failure,0
33017,28,services,married,secondary,no,-112,yes,yes,cellular,17,apr,73,2,-1,0,unknown,0
10446,40,unemployed,divorced,secondary,no,991,yes,no,unknown,12,jun,316,2,-1,0,unknown,0
187,40,services,divorced,unknown,no,4384,yes,no,unknown,5,may,315,1,-1,0,unknown,0
26649,48,management,married,unknown,no,7861,no,no,cellular,20,nov,380,1,-1,0,unknown,0
32778,35,blue-collar,married,secondary,no,2200,yes,no,cellular,17,apr,14,1,-1,0,unknown,0
31654,35,technician,married,secondary,no,5553,yes,no,cellular,6,apr,371,3,136,7,failure,0
38155,34,blue-collar,divorced,secondary,no,176,yes,no,cellular,15,may,67,1,368,5,failure,0
12731,54,blue-collar,divorced,secondary,no,1613,yes,no,cellular,7,jul,128,3,-1,0,unknown,0
30621,44,technician,married,secondary,no,310,yes,no,cellular,6,feb,200,1,253,1,failure,0
23642,34,technician,married,secondary,no,-173,no,no,cellular,28,aug,85,2,-1,0,unknown,0
8042,51,admin.,married,secondary,no,1415,yes,no,unknown,2,jun,151,3,-1,0,unknown,0
11634,34,technician,single,secondary,no,6053,yes,no,unknown,19,jun,26,5,-1,0,unknown,0
42401,53,unemployed,married,primary,no,980,yes,no,cellular,3,dec,352,1,-1,0,unknown,1
9648,28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,jun,369,2,-1,0,unknown,1
15395,31,admin.,single,secondary,yes,-429,no,yes,cellular,18,jul,292,3,-1,0,unknown,0
26726,53,blue-collar,single,primary,no,7724,no,no,cellular,20,nov,196,2,-1,0,unknown,0
14379,50,technician,married,secondary,no,85,no,no,cellular,14,jul,130,3,-1,0,unknown,0
28303,38,admin.,divorced,secondary,no,478,no,no,cellular,29,jan,73,1,-1,0,unknown,0
44314,55,technician,married,tertiary,no,1320,no,no,cellular,28,jul,340,1,91,2,success,1
32727,36,blue-collar,married,primary,no,733,yes,no,cellular,17,apr,382,2,-1,0,unknown,0
13123,42,unemployed,married,secondary,no,-283,no,yes,cellular,8,jul,96,2,-1,0,unknown,0
2213,56,admin.,married,secondary,no,2087,yes,no,unknown,12,may,146,1,-1,0,unknown,0
21407,39,management,married,tertiary,no,2226,yes,no,cellular,18,aug,103,8,-1,0,unknown,0
6903,33,admin.,married,secondary,no,393,yes,no,unknown,28,may,383,1,-1,0,unknown,0
7214,42,admin.,single,unknown,no,297,yes,no,unknown,29,may,106,1,-1,0,unknown,0
5291,33,self-employed,married,tertiary,no,416,yes,yes,unknown,23,may,290,1,-1,0,unknown,0
41036,37,services,married,secondary,no,775,no,no,cellular,14,aug,150,2,-1,0,unknown,1
15782,31,blue-collar,married,secondary,no,-596,yes,no,cellular,21,jul,147,1,-1,0,unknown,0
20181,31,technician,single,tertiary,no,1463,no,no,cellular,11,aug,97,2,-1,0,unknown,0
32116,30,services,married,secondary,no,292,yes,yes,cellular,15,apr,651,4,-1,0,unknown,0
21030,34,management,single,tertiary,no,416,no,no,cellular,14,aug,1217,4,-1,0,unknown,0
21895,39,management,married,tertiary,no,5060,yes,no,cellular,20,aug,157,4,-1,0,unknown,0
2810,52,management,married,secondary,no,478,yes,no,unknown,14,may,110,2,-1,0,unknown,0
31757,45,housemaid,married,primary,no,317,yes,no,cellular,8,apr,325,2,-1,0,unknown,0
20977,58,retired,married,secondary,no,2553,no,no,cellular,14,aug,366,2,-1,0,unknown,0
29331,21,student,single,secondary,no,948,no,no,telephone,2,feb,77,2,-1,0,unknown,0
14161,33,management,single,unknown,no,1534,yes,no,cellular,11,jul,1041,2,-1,0,unknown,1
3247,60,retired,married,secondary,no,2086,yes,no,unknown,15,may,182,2,-1,0,unknown,0
44476,37,technician,married,tertiary,no,4596,yes,no,cellular,6,aug,323,1,91,6,failure,0
10162,43,admin.,divorced,secondary,no,57,no,no,unknown,11,jun,46,1,-1,0,unknown,0
546,36,admin.,married,secondary,no,639,yes,no,unknown,6,may,191,1,-1,0,unknown,0
17566,49,self-employed,married,secondary,no,357,no,no,cellular,29,jul,179,4,-1,0,unknown,0
5675,49,blue-collar,married,primary,no,383,yes,yes,unknown,26,may,31,1,-1,0,unknown,0
13488,54,self-employed,married,primary,no,0,no,yes,telephone,9,jul,130,2,-1,0,unknown,0
36718,48,admin.,married,secondary,no,315,yes,no,cellular,12,may,165,1,-1,0,unknown,0
25532,37,technician,divorced,secondary,yes,0,no,yes,cellular,19,nov,134,1,-1,0,unknown,0
29613,34,unemployed,married,tertiary,no,425,no,no,cellular,3,feb,289,2,-1,0,unknown,0
41927,51,technician,married,secondary,no,371,yes,yes,cellular,21,oct,287,1,-1,0,unknown,1
44148,30,student,single,secondary,no,459,no,no,cellular,13,jul,98,2,210,22,success,0
9722,47,unemployed,married,secondary,no,2024,no,no,unknown,9,jun,169,1,-1,0,unknown,0
10269,40,blue-collar,divorced,secondary,no,181,no,no,unknown,12,jun,89,6,-1,0,unknown,0
25228,59,retired,married,tertiary,no,4589,no,no,cellular,18,nov,94,2,-1,0,unknown,0
4535,36,blue-collar,divorced,secondary,no,221,yes,no,unknown,20,may,189,1,-1,0,unknown,0
32952,26,blue-collar,married,secondary,no,647,yes,no,cellular,17,apr,357,2,331,1,other,0
2891,50,management,married,secondary,no,0,yes,no,unknown,14,may,94,4,-1,0,unknown,0
5446,30,services,married,secondary,no,-108,yes,no,unknown,23,may,216,1,-1,0,unknown,0
12563,61,retired,married,secondary,no,313,no,yes,unknown,3,jul,42,1,-1,0,unknown,0
8961,29,management,married,tertiary,no,941,yes,no,unknown,4,jun,570,11,-1,0,unknown,0
25413,39,technician,married,tertiary,no,3911,yes,no,cellular,18,nov,247,2,-1,0,unknown,0
12944,29,blue-collar,married,secondary,no,-305,yes,yes,cellular,7,jul,263,1,-1,0,unknown,0
15561,29,technician,single,tertiary,no,1221,yes,no,cellular,21,jul,72,2,-1,0,unknown,0
44544,27,self-employed,single,tertiary,no,4574,no,no,cellular,12,aug,187,2,-1,0,unknown,0
38070,46,blue-collar,married,primary,no,1291,yes,no,cellular,14,may,142,3,259,17,failure,0
13745,49,blue-collar,married,secondary,no,360,no,no,cellular,10,jul,168,1,-1,0,unknown,0
41203,48,management,divorced,tertiary,no,1010,yes,no,cellular,20,aug,65,1,-1,0,unknown,0
21193,52,blue-collar,married,primary,no,66653,no,no,cellular,14,aug,109,3,-1,0,unknown,0
28880,47,unemployed,divorced,secondary,no,0,no,yes,cellular,30,jan,127,2,233,8,other,0
41386,63,entrepreneur,married,primary,no,2287,no,no,telephone,1,sep,490,1,-1,0,unknown,0
22657,58,technician,married,tertiary,no,0,no,no,cellular,25,aug,540,4,-1,0,unknown,0
8247,38,blue-collar,married,primary,no,-537,yes,no,unknown,2,jun,171,1,-1,0,unknown,0
14128,46,admin.,married,unknown,no,76,no,no,cellular,11,jul,181,2,-1,0,unknown,0
3092,27,blue-collar,single,secondary,no,1150,yes,no,unknown,14,may,282,1,-1,0,unknown,0
8940,52,admin.,divorced,secondary,no,1049,no,yes,unknown,4,jun,80,6,-1,0,unknown,0
3475,39,technician,married,primary,no,644,yes,no,unknown,15,may,110,1,-1,0,unknown,0
17957,42,technician,married,secondary,no,0,no,no,cellular,30,jul,351,2,-1,0,unknown,0
20010,35,management,married,tertiary,no,2957,yes,yes,cellular,8,aug,733,3,-1,0,unknown,1
34467,36,blue-collar,married,primary,no,378,yes,no,cellular,5,may,1240,1,-1,0,unknown,1
18374,46,self-employed,married,secondary,no,390,yes,no,cellular,31,jul,208,2,-1,0,unknown,0
8403,25,blue-collar,married,primary,yes,-589,yes,no,unknown,3,jun,233,1,-1,0,unknown,0
20824,52,technician,divorced,secondary,no,152,no,no,cellular,13,aug,404,6,-1,0,unknown,1
22882,32,technician,married,secondary,no,255,no,yes,cellular,25,aug,63,5,-1,0,unknown,0
42407,28,services,single,secondary,no,339,no,no,cellular,3,dec,350,1,182,1,success,1
45195,59,management,married,tertiary,no,138,yes,yes,cellular,16,nov,162,2,187,5,failure,0
5368,28,blue-collar,single,secondary,no,56,yes,no,unknown,23,may,66,1,-1,0,unknown,0
29309,36,management,single,unknown,no,601,no,no,cellular,2,feb,237,2,-1,0,unknown,0
6241,31,management,single,tertiary,no,2124,yes,no,unknown,27,may,316,2,-1,0,unknown,0
44918,60,admin.,married,secondary,no,4348,yes,no,cellular,1,oct,131,2,98,12,other,0
35499,39,technician,divorced,secondary,no,411,yes,no,cellular,7,may,17,2,-1,0,unknown,0
32377,43,admin.,married,secondary,no,1138,no,no,cellular,16,apr,132,2,-1,0,unknown,0
19111,53,technician,married,secondary,no,879,no,no,cellular,5,aug,176,1,-1,0,unknown,0
5975,40,blue-collar,married,secondary,no,5880,yes,no,unknown,26,may,125,6,-1,0,unknown,0
23617,48,management,married,tertiary,no,0,no,no,cellular,28,aug,16,16,-1,0,unknown,0
19396,32,technician,married,secondary,no,2556,no,no,cellular,6,aug,269,3,-1,0,unknown,0
39071,31,blue-collar,single,primary,no,2369,yes,no,cellular,18,may,87,1,-1,0,unknown,0
31493,19,student,single,unknown,no,779,no,no,cellular,1,apr,184,4,-1,0,unknown,1
34596,41,blue-collar,married,secondary,no,992,yes,yes,cellular,5,may,335,1,295,3,failure,0
4915,35,entrepreneur,married,tertiary,no,280,yes,no,unknown,21,may,502,1,-1,0,unknown,0
25138,35,management,single,tertiary,no,2928,yes,no,cellular,18,nov,54,1,-1,0,unknown,0
17970,44,management,married,secondary,no,488,no,yes,cellular,30,jul,292,11,-1,0,unknown,0
37166,50,admin.,married,primary,no,246,yes,no,cellular,13,may,234,2,299,5,failure,0
1844,27,unemployed,married,primary,no,7459,yes,no,unknown,9,may,407,2,-1,0,unknown,0
27545,55,management,married,secondary,no,1928,no,no,cellular,21,nov,87,4,-1,0,unknown,0
6153,56,blue-collar,married,primary,no,373,yes,no,unknown,27,may,269,1,-1,0,unknown,0
8804,48,technician,married,secondary,no,425,yes,no,unknown,4,jun,357,4,-1,0,unknown,0
12590,36,technician,married,unknown,no,88,yes,yes,unknown,4,jul,124,2,-1,0,unknown,0
20749,38,technician,married,tertiary,no,334,yes,no,cellular,13,aug,139,2,-1,0,unknown,0
12976,60,management,married,tertiary,yes,-108,no,yes,cellular,7,jul,79,2,-1,0,unknown,0
4470,34,technician,single,tertiary,no,759,no,no,unknown,20,may,265,1,-1,0,unknown,0
29607,39,unemployed,single,secondary,no,-114,yes,no,cellular,3,feb,372,1,-1,0,unknown,1
606,39,blue-collar,married,secondary,no,285,yes,yes,unknown,6,may,209,1,-1,0,unknown,0
8756,29,services,single,secondary,no,-271,yes,no,unknown,4,jun,578,1,-1,0,unknown,1
40406,41,blue-collar,married,secondary,no,203,no,no,cellular,2,jul,342,2,-1,0,unknown,1
38830,28,student,single,secondary,no,404,yes,no,cellular,18,may,33,2,367,4,other,0
45122,56,admin.,divorced,secondary,no,1693,no,no,cellular,26,oct,238,4,442,4,failure,1
2993,61,retired,married,secondary,no,4248,yes,no,unknown,14,may,71,1,-1,0,unknown,0
20693,34,management,single,tertiary,no,966,yes,no,cellular,12,aug,204,3,-1,0,unknown,0
3723,56,management,divorced,tertiary,no,975,yes,no,unknown,16,may,130,4,-1,0,unknown,0
26480,50,management,married,secondary,yes,421,no,no,cellular,20,nov,22,5,-1,0,unknown,0
19799,53,technician,married,tertiary,no,3177,no,no,cellular,8,aug,92,2,-1,0,unknown,0
18387,43,housemaid,single,primary,no,24,no,no,cellular,31,jul,35,2,-1,0,unknown,0
19973,52,services,married,primary,no,1625,no,no,cellular,8,aug,459,2,-1,0,unknown,1
18926,56,retired,married,secondary,no,277,no,no,cellular,4,aug,143,1,-1,0,unknown,0
29783,28,self-employed,married,tertiary,no,0,yes,no,cellular,4,feb,546,3,196,4,failure,1
4300,30,management,single,tertiary,no,358,yes,no,unknown,19,may,88,51,-1,0,unknown,0
36959,40,blue-collar,married,primary,no,332,yes,no,cellular,12,may,339,2,369,3,failure,0
3279,40,blue-collar,married,primary,no,2651,yes,no,unknown,15,may,94,1,-1,0,unknown,0
19547,30,technician,single,secondary,no,-232,no,yes,cellular,7,aug,118,2,-1,0,unknown,0
40128,28,management,single,secondary,no,1633,no,no,cellular,5,jun,275,1,-1,0,unknown,1
29180,52,unemployed,married,primary,no,3175,no,no,cellular,2,feb,165,1,-1,0,unknown,0
32304,51,entrepreneur,married,secondary,no,0,yes,yes,cellular,16,apr,432,1,150,1,failure,0
25087,33,admin.,married,tertiary,no,46,yes,no,cellular,18,nov,95,1,-1,0,unknown,0
10792,41,technician,married,secondary,no,130,no,no,unknown,17,jun,160,3,-1,0,unknown,0
19908,46,blue-collar,married,primary,no,1596,no,no,cellular,8,aug,417,2,-1,0,unknown,0
28331,43,self-employed,married,secondary,no,2940,no,no,cellular,29,jan,108,1,-1,0,unknown,0
28550,36,management,divorced,tertiary,no,425,yes,yes,cellular,29,jan,202,2,-1,0,unknown,0
9375,38,blue-collar,single,secondary,no,1230,yes,no,unknown,6,jun,266,2,-1,0,unknown,0
32943,34,technician,married,tertiary,no,1806,yes,no,cellular,17,apr,160,2,-1,0,unknown,0
3973,28,blue-collar,single,secondary,no,1112,yes,no,unknown,16,may,827,2,-1,0,unknown,0
31963,31,blue-collar,married,secondary,no,1406,yes,yes,cellular,13,apr,1091,2,-1,0,unknown,1
9731,59,housemaid,married,secondary,no,345,no,no,unknown,9,jun,38,1,-1,0,unknown,0
43776,78,retired,married,primary,no,680,no,no,telephone,24,may,838,1,89,9,failure,0
27428,47,admin.,married,unknown,no,0,yes,no,cellular,21,nov,85,1,198,1,failure,0
34916,41,admin.,married,primary,no,0,yes,no,cellular,6,may,184,2,323,1,failure,0
6939,26,student,single,tertiary,no,0,yes,no,unknown,28,may,124,1,-1,0,unknown,0
33054,58,retired,married,primary,no,1351,yes,no,telephone,17,apr,392,3,-1,0,unknown,0
703,33,admin.,married,secondary,no,21,no,no,unknown,6,may,189,3,-1,0,unknown,0
34562,43,blue-collar,married,primary,no,2598,no,no,cellular,5,may,272,2,-1,0,unknown,0
27703,38,management,divorced,secondary,no,-17,no,no,cellular,21,nov,11,4,-1,0,unknown,0
17555,40,blue-collar,single,secondary,no,5483,no,no,cellular,29,jul,76,2,-1,0,unknown,0
19532,47,blue-collar,married,primary,no,124,no,no,cellular,7,aug,76,2,-1,0,unknown,0
24152,33,unemployed,divorced,secondary,no,1005,yes,no,telephone,10,nov,175,1,174,2,failure,0
13424,51,self-employed,married,secondary,no,-201,no,yes,cellular,9,jul,153,2,-1,0,unknown,0
42845,30,technician,single,tertiary,no,4060,no,no,cellular,3,feb,179,1,93,1,other,1
688,53,admin.,married,secondary,no,244,yes,yes,unknown,6,may,197,2,-1,0,unknown,0
17232,33,services,single,secondary,no,0,yes,no,cellular,28,jul,174,2,-1,0,unknown,0
35770,37,blue-collar,single,secondary,no,180,yes,no,cellular,8,may,114,2,-1,0,unknown,0
6720,36,blue-collar,married,secondary,no,21,yes,no,unknown,28,may,89,1,-1,0,unknown,0
12472,32,admin.,married,secondary,no,0,yes,yes,unknown,1,jul,122,1,-1,0,unknown,0
17477,40,admin.,single,secondary,no,419,no,yes,cellular,28,jul,100,16,-1,0,unknown,0
17964,30,housemaid,married,primary,no,462,no,yes,cellular,30,jul,274,3,-1,0,unknown,0
12250,27,blue-collar,single,secondary,yes,-27,no,no,unknown,23,jun,498,2,-1,0,unknown,1
13931,59,technician,married,secondary,no,925,yes,no,telephone,10,jul,96,1,-1,0,unknown,0
23516,49,housemaid,married,secondary,no,500,no,yes,cellular,28,aug,105,2,-1,0,unknown,0
18004,54,technician,married,secondary,no,273,yes,no,cellular,30,jul,55,3,-1,0,unknown,0
14893,32,management,single,tertiary,no,1010,yes,no,cellular,16,jul,924,1,-1,0,unknown,0
18768,44,services,divorced,secondary,no,12,yes,yes,cellular,31,jul,5,3,-1,0,unknown,0
28957,32,admin.,single,secondary,no,1,no,no,cellular,2,feb,75,1,208,1,failure,0
9753,47,management,married,unknown,no,150,no,no,unknown,9,jun,52,1,-1,0,unknown,0
25572,32,services,married,secondary,no,1082,yes,no,cellular,19,nov,770,1,-1,0,unknown,0
11907,42,blue-collar,married,secondary,no,494,no,no,unknown,20,jun,154,2,-1,0,unknown,0
21829,46,management,divorced,tertiary,no,0,no,no,cellular,20,aug,50,2,-1,0,unknown,0
29596,39,blue-collar,married,unknown,no,295,yes,no,cellular,3,feb,254,1,-1,0,unknown,0
37810,53,management,married,tertiary,no,261,yes,no,telephone,14,may,154,2,336,2,failure,0
14242,31,management,single,tertiary,no,338,yes,yes,telephone,14,jul,216,2,-1,0,unknown,0
36404,41,admin.,married,secondary,no,542,yes,no,telephone,11,may,64,2,347,1,other,0
29353,46,blue-collar,married,secondary,no,-221,yes,yes,cellular,2,feb,219,2,244,1,failure,0
24147,33,technician,married,secondary,no,1234,no,no,telephone,9,nov,61,1,-1,0,unknown,0
32400,33,blue-collar,single,secondary,no,1036,yes,yes,cellular,16,apr,323,2,321,2,failure,0
18153,35,services,married,secondary,no,0,yes,no,cellular,30,jul,251,3,-1,0,unknown,0
9779,41,blue-collar,married,primary,no,16431,no,no,unknown,9,jun,139,1,-1,0,unknown,0
31464,46,management,divorced,tertiary,no,10469,yes,no,cellular,1,apr,202,2,-1,0,unknown,0
37177,53,admin.,married,secondary,no,-1601,no,yes,cellular,13,may,82,2,-1,0,unknown,0
21598,55,admin.,married,primary,no,0,yes,no,cellular,19,aug,55,4,-1,0,unknown,0
3571,30,services,married,secondary,no,271,yes,no,unknown,15,may,365,1,-1,0,unknown,0
38363,31,admin.,divorced,secondary,no,-254,yes,no,cellular,15,may,237,2,-1,0,unknown,0
44485,28,management,single,tertiary,no,6791,no,no,telephone,9,aug,361,1,46,35,failure,0
6120,43,blue-collar,married,primary,no,-124,yes,no,unknown,27,may,47,5,-1,0,unknown,0
40138,34,services,single,tertiary,no,88,no,no,cellular,5,jun,206,1,99,1,failure,0
23160,52,blue-collar,married,primary,no,359,no,no,telephone,26,aug,361,14,-1,0,unknown,0
12978,54,self-employed,married,secondary,no,203,yes,no,telephone,7,jul,238,8,-1,0,unknown,0
27906,36,admin.,married,tertiary,no,586,yes,no,cellular,28,jan,126,1,-1,0,unknown,0
42898,28,services,single,secondary,no,1059,no,no,cellular,4,feb,146,5,276,1,other,0
13092,39,services,single,secondary,no,230,no,yes,cellular,8,jul,106,1,-1,0,unknown,0
20225,39,management,married,tertiary,no,246,no,no,cellular,11,aug,86,2,-1,0,unknown,0
39310,35,technician,married,secondary,no,-706,yes,yes,cellular,18,may,44,2,-1,0,unknown,0
2419,51,technician,married,unknown,no,205,yes,yes,unknown,13,may,665,1,-1,0,unknown,0
21351,33,technician,married,tertiary,no,602,yes,no,cellular,18,aug,87,6,-1,0,unknown,0
22664,48,management,divorced,tertiary,no,0,no,no,cellular,25,aug,110,3,-1,0,unknown,0
44289,48,management,married,tertiary,no,612,no,no,cellular,26,jul,86,7,292,1,other,0
6381,26,blue-collar,married,primary,yes,-683,yes,yes,unknown,27,may,446,1,-1,0,unknown,0
35553,31,services,single,secondary,no,1192,yes,no,cellular,7,may,156,2,349,2,other,0
40541,34,self-employed,married,tertiary,no,980,no,no,cellular,8,jul,243,1,348,3,failure,0
11920,49,technician,divorced,secondary,no,3394,yes,no,unknown,20,jun,14,22,-1,0,unknown,0
11038,39,blue-collar,married,primary,no,1551,no,no,unknown,17,jun,264,16,-1,0,unknown,0
7436,56,blue-collar,married,primary,no,1798,yes,no,unknown,29,may,228,3,-1,0,unknown,0
32660,33,management,single,secondary,no,1558,yes,no,cellular,17,apr,97,1,-1,0,unknown,0
25478,42,services,married,tertiary,no,412,yes,no,telephone,19,nov,142,4,169,5,failure,0
325,31,admin.,single,secondary,no,98,yes,no,unknown,5,may,196,2,-1,0,unknown,0
3898,47,services,married,secondary,no,2597,yes,no,unknown,16,may,323,1,-1,0,unknown,0
1237,34,entrepreneur,married,tertiary,no,10350,yes,no,unknown,8,may,187,3,-1,0,unknown,0
9940,39,management,single,tertiary,no,3281,no,no,unknown,9,jun,90,4,-1,0,unknown,0
3948,33,blue-collar,single,secondary,no,371,yes,no,unknown,16,may,1128,3,-1,0,unknown,0
34160,31,admin.,single,tertiary,no,4041,no,no,cellular,30,apr,1034,2,-1,0,unknown,1
20619,50,management,married,tertiary,no,258,no,no,cellular,12,aug,246,6,-1,0,unknown,0
23556,59,retired,married,secondary,no,1887,no,no,cellular,28,aug,88,8,-1,0,unknown,0
155,50,technician,married,primary,no,139,no,no,unknown,5,may,114,2,-1,0,unknown,0
22297,54,management,married,tertiary,no,1090,no,no,cellular,21,aug,160,7,-1,0,unknown,0
42633,29,blue-collar,single,secondary,no,180,no,no,cellular,12,jan,350,2,-1,0,unknown,0
44425,33,technician,married,secondary,no,180,no,no,cellular,4,aug,561,1,435,3,failure,1
32776,41,services,married,primary,no,450,yes,no,cellular,17,apr,122,1,338,2,failure,0
16652,28,management,single,tertiary,no,1,no,no,cellular,24,jul,86,11,-1,0,unknown,0
7692,51,technician,married,secondary,no,4924,yes,no,unknown,30,may,448,1,-1,0,unknown,0
6380,60,blue-collar,married,primary,no,93,no,yes,unknown,27,may,125,4,-1,0,unknown,0
7321,41,services,married,secondary,no,2399,yes,no,unknown,29,may,607,2,-1,0,unknown,0
28005,46,services,divorced,secondary,no,755,no,no,cellular,28,jan,246,1,-1,0,unknown,0
30675,37,technician,married,secondary,no,-254,yes,yes,cellular,6,feb,121,3,254,2,failure,0
23237,48,admin.,married,secondary,no,35,no,no,cellular,27,aug,80,4,-1,0,unknown,0
42215,26,management,single,tertiary,no,943,no,no,cellular,11,nov,166,1,195,1,success,1
40839,81,retired,married,primary,no,0,no,no,telephone,11,aug,198,1,-1,0,unknown,0
23914,33,management,married,tertiary,no,0,no,no,cellular,29,aug,60,2,-1,0,unknown,0
44983,46,admin.,married,secondary,no,171,yes,yes,cellular,11,oct,251,1,430,1,failure,0
42322,47,management,married,tertiary,no,999,no,no,cellular,16,nov,111,1,94,1,other,0
39900,32,admin.,married,tertiary,no,653,no,no,cellular,2,jun,84,1,-1,0,unknown,1
24078,36,management,married,tertiary,no,0,yes,no,telephone,23,oct,140,1,143,3,failure,1
7336,49,management,married,secondary,no,367,yes,no,unknown,29,may,85,6,-1,0,unknown,0
36902,36,self-employed,single,secondary,no,74,yes,yes,cellular,12,may,198,2,-1,0,unknown,0
27542,35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,nov,808,2,-1,0,unknown,1
28592,32,blue-collar,married,primary,no,2291,yes,yes,cellular,29,jan,489,3,182,24,other,0
5511,33,blue-collar,married,secondary,no,1134,yes,no,unknown,23,may,304,2,-1,0,unknown,0
18399,48,services,divorced,secondary,no,105,no,no,cellular,31,jul,111,2,-1,0,unknown,0
23884,39,management,divorced,tertiary,no,115,no,no,cellular,29,aug,345,2,-1,0,unknown,0
16853,50,management,married,tertiary,no,619,yes,no,telephone,25,jul,219,2,-1,0,unknown,0
13056,28,self-employed,single,tertiary,no,226,no,yes,cellular,8,jul,191,1,-1,0,unknown,0
14718,50,management,married,tertiary,no,2629,yes,no,telephone,15,jul,59,4,-1,0,unknown,0
34798,43,blue-collar,married,secondary,no,388,yes,yes,cellular,6,may,644,1,355,2,failure,0
29306,28,management,single,tertiary,no,233,no,no,telephone,2,feb,51,2,-1,0,unknown,0
35496,28,self-employed,single,tertiary,no,75,yes,no,cellular,7,may,245,3,-1,0,unknown,0
5726,40,services,single,secondary,no,19343,yes,no,unknown,26,may,168,4,-1,0,unknown,0
40324,32,services,married,secondary,no,689,yes,yes,cellular,16,jun,162,3,-1,0,unknown,1
34904,42,management,married,primary,no,-679,yes,yes,cellular,6,may,159,1,343,2,failure,0
39034,52,blue-collar,married,secondary,no,-194,yes,no,cellular,18,may,326,1,-1,0,unknown,0
31996,56,blue-collar,married,primary,no,2765,no,no,cellular,13,apr,222,3,-1,0,unknown,0
43987,26,student,single,secondary,no,696,no,no,unknown,24,jun,22,1,-1,0,unknown,0
13097,25,services,single,secondary,no,2,no,no,cellular,8,jul,288,1,-1,0,unknown,0
23130,31,management,single,tertiary,no,1,no,no,cellular,26,aug,107,5,-1,0,unknown,0
35677,41,management,married,tertiary,no,-4,yes,no,cellular,8,may,72,1,368,1,failure,0
23832,37,technician,single,tertiary,no,160,no,no,cellular,29,aug,204,2,-1,0,unknown,0
13758,42,blue-collar,divorced,secondary,no,1261,yes,yes,cellular,10,jul,272,1,-1,0,unknown,0
36773,36,retired,single,tertiary,no,1514,yes,no,cellular,12,may,387,3,-1,0,unknown,0
42099,33,management,single,tertiary,no,2485,yes,no,cellular,2,nov,91,2,-1,0,unknown,0
